"sessionId (text)","page (text)","latency (number)","timeOnPage (number)"
388a2967,query,23,372.837
b929d638,,28,
3815097f,query,152,358.423
38a906dd,,171,
b96586a1,query,251,428.317
b92cf46d,index,47,69.700
3815097f,query,54,257.460
38d230de,,49,
b8e95904,welcome,54,31.108
b8122da4,explore,22,63.997
38e1271f,index,4,54.867
b9810c54,query,104,457.887
34ee03b8,explore,167,88.684
b86e62d2,index,8,63.881
b892068e,explore,261,102.491
b8975ca1,index,11,60.083
3828a5b7,welcome,56,32.785
381e19e6,query,41,305.608
391a72ed,query,17,344.438
3745cf59,explore,203,85.748
384ca519,query,67,192.515
37f13d8f,,55,
358c9a0c,explore,265,97.063
b89c9a7d,welcome,13,21.907
37b9d3d1,index,4,50.068
b7f3e9fd,welcome,26,27.792
b9810c54,query,200,397.205
37d549f5,explore,51,124.137
b8aeaf23,query,139,325.173
b9329f10,query,20,329.332
3887c4bf,index,10,29.893
37b9d3d1,explore,113,134.239
37116eb3,explore,22,131.200
381057b5,explore,219,161.047
b90fff3f,query,17,436.004
b8c1fbac,query,40,435.275
b8aeaf23,explore,89,119.472
39083bce,welcome,50,39.025
b7f72be4,explore,136,83.374
b841c8dc,query,20,368.997
39491dc0,explore,76,126.481
384ca519,welcome,15,26.512
38ec0790,welcome,59,33.733
37f8dca3,query,19,363.755
b8793ac8,explore,51,105.787
3745cf59,welcome,49,37.787
b917e5cd,explore,89,148.457
b9342036,index,68,47.260
b98ebec4,query,138,350.111
b818a1d2,query,111,369.928
b8c4aed5,query,53,341.899
386384b2,query,17,269.328
b7b8836b,explore,35,93.686
38b8786a,query,115,347.941
b80cd3d8,explore,217,69.368
b8877362,explore,91,98.989
388a2967,welcome,37,27.786
b8658d44,query,161,398.275
b8cfe070,explore,61,97.655
381e19e6,explore,85,134.630
b8fec97d,,19,
b8837647,welcome,12,26.593
b7096a1b,explore,23,126.765
b7ab3227,welcome,31,33.803
3887c4bf,query,22,313.916
b7c0e8b3,explore,22,124.706
38bad002,query,69,390.959
b7e15902,explore,209,101.152
b93a2185,welcome,100,27.602
38965f23,index,17,59.587
3958d084,index,4,35.746
3884e874,,10,
3828a5b7,welcome,125,25.214
38edceae,explore,51,103.602
363a51ea,index,18,56.409
38362dc7,query,36,331.683
b9441603,welcome,7,15.089
381057b5,explore,22,154.414
b84d68fe,query,32,373.346
b8fa8577,query,17,323.543
b897ffb8,explore,404,99.830
b91ca70c,query,119,394.136
38841a01,explore,87,128.919
38a8053a,query,73,497.455
b7d66c06,index,4,51.486
b9691e6e,explore,386,115.171
37bea6f2,query,61,333.434
b8bbc92e,welcome,26,34.186
b891eb71,explore,22,171.458
374c2ca8,query,17,394.462
b5503f5d,query,64,443.708
38c76558,query,17,361.011
b8653385,explore,137,130.375
37fc47bb,query,374,394.630
395f2209,query,220,343.322
b8e095e6,explore,183,89.077
388dafc8,query,246,358.589
37fc47bb,query,30,444.822
b823c5dd,query,28,348.943
b89c9a7d,index,6,10.862
b8fa8577,query,17,368.184
b8688818,query,120,369.596
38748001,welcome,16,24.357
b8c4aed5,query,37,364.293
b8c8a3e0,index,31,55.881
b79aa74c,query,274,408.608
38011cf5,query,68,437.228
b98bba62,explore,22,75.272
38932b0c,welcome,7,41.376
3715e55a,,154,
b8425e7c,,22,
b8653385,welcome,8,31.167
b907939e,query,17,375.288
b90eaa9e,query,32,356.100
37d1fe69,explore,22,104.323
39210a9f,welcome,34,27.374
38aa93e0,welcome,25,28.442
b8c01be8,query,17,369.776
3745cf59,index,33,43.189
b8a3e272,query,104,344.450
b892068e,welcome,42,31.333
b9176de7,query,97,455.455
b726a7b0,query,37,496.156
b8856ddc,welcome,58,32.856
b8a7b3e1,welcome,76,32.713
b8169bb5,query,32,363.361
38d64a2e,query,65,386.840
36b84dc0,explore,67,89.216
35f8c3c6,welcome,10,32.359
38505b86,query,154,438.578
b79aa74c,explore,34,147.401
382e7d35,query,20,490.142
39044f87,welcome,7,43.044
b8f4d4c6,query,414,449.727
b78d617e,query,154,312.660
b8aeaf23,explore,37,145.315
b84594ca,index,39,43.160
b804cee1,query,98,289.921
37d0b1aa,explore,23,67.968
b84abd42,welcome,38,28.496
b8e12e6e,query,17,393.642
390d47b7,welcome,29,16.363
38aa93e0,welcome,20,36.971
387a1bb9,explore,36,120.917
363a51ea,explore,365,15.378
39413b27,query,17,382.839
b894aeb7,explore,86,81.343
37d1fe69,,69,
b8f4d4c6,query,26,387.092
b93cb6bd,explore,157,69.213
398a653a,welcome,107,22.321
b8bbc92e,query,59,498.146
37b9d3d1,query,17,441.065
37ac3bea,query,210,447.356
38cc2669,query,20,504.776
b806dd03,query,17,374.237
38a7e8b2,index,57,50.236
b89a2926,explore,22,51.853
b8793ac8,query,85,455.936
38d3372b,index,12,42.121
b90fff3f,query,17,411.944
39065b99,query,75,390.910
381e9490,query,17,327.530
b894aeb7,query,67,380.007
38e8133d,,60,
38e0d141,,10,
39065b99,query,17,415.261
b8a5d080,explore,37,77.008
b894aeb7,explore,117,108.822
382cdde5,,44,
b929d638,query,259,343.529
b8382c2e,,78,
38b245f2,query,32,314.638
b8447d62,query,30,324.298
b90eaa9e,query,17,349.440
37874df2,,223,
388ec167,explore,268,107.201
b5a1784c,explore,126,57.078
38886257,explore,27,94.277
36e6f771,query,17,371.458
38e3ee0f,query,76,426.615
381057b5,explore,72,107.274
b93cb6bd,explore,283,99.800
38505b86,query,277,391.239
b829157d,query,87,442.280
b8bc1a7b,query,269,471.484
39385215,index,4,67.391
b8bc1a7b,,24,
b91f1cf5,query,28,337.299
b94ebcb4,welcome,26,31.645
b7c0e8b3,index,25,56.504
38748001,query,17,389.948
b9342036,explore,128,103.130
b8a7b3e1,query,55,455.249
b8cac1a5,welcome,91,45.024
38a654ac,welcome,10,28.959
b90d573c,query,62,331.211
b9329f10,explore,514,99.521
b8ca5cd7,,22,
b804cee1,,49,
b8cfe070,index,28,36.001
381e9490,,58,
b878fc6f,query,30,269.288
3884e874,index,43,40.053
b926e20c,explore,26,104.158
b9342036,explore,34,127.750
b94ebcb4,explore,30,138.088
389cc83d,explore,219,106.310
b926e20c,query,79,154.841
b804cee1,welcome,9,30.012
3886df93,explore,89,120.599
b8a1cb67,query,241,376.606
b8b92cf9,explore,93,61.873
b8c4aed5,explore,145,64.846
374c2ca8,query,156,386.720
38c373ed,query,137,325.600
38d64a2e,index,4,58.681
b8b84ca8,explore,22,163.684
38f26f07,query,53,411.999
39946190,query,17,353.782
37d549f5,query,52,412.417
36954c40,query,71,306.994
b8447d62,query,102,422.691
38b1d420,query,75,307.926
383cd1a5,explore,150,94.903
3900f216,query,17,221.492
3872fffb,query,368,450.386
37ad6b5d,welcome,7,28.175
36df5f4d,explore,84,131.202
38362dc7,explore,22,83.643
39210a9f,query,61,428.057
b8fa8577,query,153,435.530
b818a1d2,,15,
386c9c39,query,453,391.449
387598a7,explore,97,112.772
38fa725b,explore,44,69.396
b62ec66f,explore,79,122.615
b907939e,,48,
38c25a91,welcome,18,16.925
393d4bde,query,41,287.884
b8c1fbac,welcome,12,25.632
37d0b1aa,explore,22,63.898
b89a2926,explore,48,143.565
b84b1ec3,explore,58,72.906
391ca174,explore,290,88.809
38b245f2,explore,49,120.142
b8e12e6e,explore,108,38.794
b8a1cb67,query,23,412.706
b8382c2e,index,25,57.084
393dfc60,query,89,350.515
37d8bdb5,explore,211,196.480
b659c57c,welcome,54,26.216
b8cc43ac,explore,213,143.997
b94ebcb4,query,32,463.808
b8a2a70e,query,57,330.045
3935a21e,index,57,50.608
b95144b9,explore,77,81.014
38bad002,explore,74,28.192
b87c1d9b,query,39,427.822
39248759,welcome,63,24.431
b8aa3018,query,62,380.034
b84d68fe,index,15,57.085
38c25a91,query,65,396.457
b82f3b00,welcome,62,37.813
37f13d8f,,109,
38b1d420,explore,22,147.939
b95144b9,index,59,54.917
b8877362,explore,58,203.793
b9001574,query,111,333.662
b7ab3227,query,198,447.574
37bea6f2,welcome,7,23.638
378f49a4,query,48,310.795
38c1a11e,index,4,19.956
388a2967,query,17,366.190
38841a01,query,324,469.418
b8c6bc84,query,197,357.331
b779a771,welcome,9,34.369
b91ca70c,explore,22,162.007
b8877362,welcome,72,28.552
b8419b59,explore,93,163.426
38f57621,explore,432,157.082
37d549f5,query,109,445.461
b7d8daa1,query,33,409.198
b956c43b,explore,92,137.770
b9176de7,explore,385,123.596
b841c8dc,welcome,76,16.999
35c181e1,explore,152,34.795
b93a2185,,25,
b916f5ba,,62,
b8877362,index,21,45.562
b89c9a7d,query,239,248.416
b7e37343,welcome,21,30.315
39083bce,index,28,42.178
b867dc5a,query,20,395.332
b892068e,explore,54,134.407
b829157d,index,10,44.778
3900f216,explore,149,85.055
b892068e,query,107,302.241
38b1d420,query,342,335.700
b7112974,welcome,7,34.825
39491dc0,explore,84,146.373
38fa725b,,26,
b7ab0e84,explore,288,105.281
b8986c50,explore,219,67.947
b82f3b00,explore,22,68.084
b8cac1a5,welcome,39,28.522
37d1fe69,,16,
38c1a11e,query,95,385.675
38156a17,index,57,47.900
35f8c3c6,query,169,316.511
38a7f199,query,35,337.877
387598a7,index,4,46.889
38f6f67d,explore,78,127.177
378f49a4,query,21,308.652
37bea6f2,,28,
39248759,index,91,87.049
391aba67,explore,52,135.668
b8817b4a,explore,162,27.630
38a6eb8d,query,282,421.806
b8bc1a7b,welcome,43,31.063
b7f72be4,query,17,380.903
358c9a0c,explore,84,142.507
36e6f771,explore,94,124.306
b818a1d2,explore,59,106.966
37b9d3d1,explore,342,54.494
37b3e1af,welcome,39,26.242
b988c693,query,17,360.878
384bd788,explore,154,150.633
381e19e6,query,17,323.254
b843e013,explore,53,64.517
390bfc6f,query,71,353.503
b926e20c,explore,22,116.906
b9599a64,explore,33,168.641
b8a9be6c,,64,
b894aeb7,explore,82,14.463
37874df2,query,127,452.547
384ca519,,26,
b80cd3d8,query,30,314.513
b894aeb7,welcome,11,13.690
b91dcf06,welcome,8,25.393
39083bce,query,144,364.937
b5b3a0cd,query,17,376.961
b7f001d1,query,145,365.832
b914fb40,query,43,282.318
391a72ed,welcome,30,34.372
b91ca70c,,111,
37ad6b5d,index,33,43.934
37d722c7,index,4,55.917
38a654ac,welcome,10,21.795
3886df93,query,89,397.095
b8cf6262,query,106,251.102
b8986c50,explore,22,104.060
36900b7e,index,24,36.316
b8a5da63,welcome,88,30.599
38505b86,query,17,346.654
387a1bb9,explore,22,90.631
b911a261,query,248,360.681
38ac9e6f,explore,22,65.357
3831c504,explore,135,76.508
b7d0234d,query,24,334.239
38257669,,124,
b843e013,query,33,425.778
363a51ea,,11,
390dff6a,explore,22,155.808
b916f5ba,explore,22,134.373
b7f27ed9,,12,
b8a4310c,explore,390,162.735
b8c9bf27,query,252,377.718
37b9d3d1,welcome,7,31.745
b8be6444,welcome,97,18.057
b98ebec4,query,26,326.755
b8b1e3af,query,51,375.392
b726a7b0,,123,
36df5f4d,,40,
b84594ca,query,78,389.425
b90fff3f,query,17,447.529
b8b1e3af,query,24,465.637
384246ca,explore,327,86.576
b8c01be8,query,200,387.071
38ac9e6f,index,56,24.637
b818fcb7,welcome,12,18.925
391a5492,explore,245,150.439
b8382c2e,query,187,395.497
37b718a2,,44,
38e4b42d,welcome,71,28.483
b926e20c,query,144,489.816
38a906dd,explore,379,112.216
382cdde5,,10,
b8cfe070,query,76,459.070
38a6eb8d,query,40,383.380
b914fb40,welcome,7,34.228
b81ef401,welcome,7,20.120
34ee03b8,query,84,304.251
38b94579,explore,35,12.660
b8793ac8,welcome,77,42.763
b829157d,welcome,29,29.427
3871c9ff,welcome,36,34.901
38d64a2e,query,33,367.920
b90b6149,explore,172,147.651
3900f216,query,17,390.247
b89a2926,explore,311,128.325
36955bd2,explore,22,135.203
b7d8daa1,explore,108,131.385
b8c9bf27,query,67,433.636
b87c1d9b,welcome,11,26.573
b843e013,index,21,53.280
38c373ed,explore,319,98.045
b943b405,welcome,74,35.544
38e4b42d,index,6,51.825
3925ba95,welcome,51,17.304
38b0092b,explore,219,141.292
38ac9e6f,explore,66,64.928
398ebab9,explore,79,106.324
37f7179a,query,60,348.997
38e0d141,explore,357,92.832
37ac3bea,query,30,371.977
37fb1a4f,,39,
37ff412a,query,60,338.260
38b245f2,explore,107,184.735
38114720,,59,
398ebab9,explore,73,63.401
37b9d3d1,query,17,232.626
36b84dc0,explore,34,129.397
3807084e,query,36,355.522
38c373ed,explore,53,74.706
b8447d62,index,22,21.028
b90b86fa,index,47,68.917
38a6eb8d,explore,22,143.723
37b33c75,query,37,351.221
389f1851,,10,
390d47b7,welcome,59,31.629
390bfc6f,,42,
b84abd42,explore,153,19.710
b94586d6,query,96,357.244
b726a7b0,explore,146,56.740
38dfa65c,query,70,379.227
b8877362,welcome,21,25.734
387598a7,explore,66,132.814
b787821d,query,238,335.532
38257669,query,201,465.136
3786d738,explore,36,93.756
3886df93,,33,
b85e23f1,welcome,9,41.468
b88d3fab,explore,131,97.721
38aa9764,welcome,72,18.331
b7681b4d,index,4,54.981
b8d7325b,explore,66,135.976
b8ca5cd7,welcome,82,41.459
b82f3b00,index,4,34.636
b8a5d080,index,4,33.635
b897ffb8,query,75,314.288
b601d89f,explore,48,114.775
b78d617e,explore,152,51.325
35f8c3c6,query,75,408.292
b878fc6f,explore,240,136.259
b9342036,welcome,28,43.633
38d3372b,explore,22,126.674
38ca5ce9,query,227,385.340
38b245f2,,69,
b93becd3,query,17,374.400
b956c43b,query,116,425.943
3807084e,welcome,37,26.479
390bfc6f,query,84,387.472
b8d33c36,query,45,343.135
3915c65c,query,187,423.948
38b947b1,query,116,424.904
b841c8dc,query,239,432.913
35af9b86,explore,189,144.148
b8808ae4,explore,61,158.004
b82434b6,explore,136,188.644
b7ab0e84,query,200,351.985
b7d66c06,query,180,398.118
b9599a64,explore,22,175.939
358c9a0c,query,61,369.970
b78d617e,welcome,29,21.248
b7681b4d,query,17,345.612
b917e5cd,query,17,417.434
3807084e,,62,
37d722c7,index,105,58.948
b871bf8d,welcome,56,40.846
38caddaf,,20,
b8a5d080,query,117,396.550
b841c8dc,query,44,380.262
b90b6149,query,17,383.226
b843e013,query,77,326.584
b806dd03,explore,222,178.558
37f8dca3,explore,22,145.058
b90eaa9e,,131,
39248759,explore,101,86.773
38e1bb0f,query,96,400.947
b8d33c36,explore,156,76.068
37d0b1aa,query,17,501.090
381e19e6,query,109,274.751
b99795ae,welcome,21,38.965
b85d47a6,welcome,71,25.910
374c2ca8,query,45,457.137
b8cf6262,welcome,12,29.103
b7f001d1,query,17,380.937
37b77952,query,17,482.639
b8b7f4ed,explore,79,96.145
b7481af2,,35,
b80eb039,,110,
b779a771,welcome,7,39.099
b787821d,welcome,7,22.070
38362dc7,welcome,17,24.828
37f7179a,index,11,53.716
b8ca5cd7,index,15,48.389
387a1bb9,welcome,9,20.164
389cc83d,,43,
3711ba7f,explore,22,126.813
b89a2926,explore,144,99.022
b87c1d9b,query,17,369.470
b91dcf06,welcome,54,33.009
38d64a2e,query,17,369.695
342ebe5e,query,87,340.749
38257ba4,query,135,426.761
38e6b63d,index,26,36.526
b91ca70c,query,17,385.848
37c4e20d,welcome,21,31.114
38b245f2,,51,
38cd9330,explore,52,49.069
3910d2e4,,12,
38c1a11e,query,17,376.320
38e8f839,explore,399,226.888
395f2209,query,128,333.867
b8f4d4c6,explore,158,127.396
b8aeaf23,query,221,496.240
b988c693,query,17,459.332
b8e095e6,query,614,374.464
38e8133d,query,17,307.336
38ac9e6f,explore,22,85.350
b8b92cf9,index,40,42.790
37bea6f2,explore,168,108.715
38d3372b,query,186,350.232
b8cfe070,explore,36,99.570
b82f3b00,query,25,415.471
38973351,query,17,404.487
b96586a1,welcome,80,12.363
b841c8dc,query,17,365.591
b84b1ec3,query,78,354.562
389cc83d,query,98,371.107
b91f1cf5,index,4,67.140
37874df2,query,17,417.760
b7481af2,welcome,19,22.651
b5b3a0cd,welcome,7,20.067
39069c3a,query,22,491.178
b818fcb7,,89,
b90b6149,explore,115,103.762
393d4bde,explore,124,159.148
b892068e,welcome,35,29.311
37625f95,,94,
38f0d551,welcome,18,27.639
391a72ed,explore,173,72.202
38697116,explore,433,130.354
382e7d35,query,166,447.790
b9001574,welcome,39,25.771
38c1a11e,explore,172,145.932
b78fbcf0,explore,160,64.577
3711ba7f,,184,
38e0d141,explore,22,79.053
b926e20c,explore,127,133.683
b8041265,welcome,16,32.190
36df5f4d,query,44,395.700
b8c01be8,explore,124,150.900
b8382c2e,welcome,30,36.449
363a51ea,query,93,455.363
374c2ca8,explore,87,133.954
38a7f199,welcome,44,27.039
b956c43b,welcome,29,26.320
390dff6a,explore,45,38.468
b914fb40,explore,50,51.086
b8bbc92e,welcome,23,39.701
3786d738,query,66,216.477
38c25a91,explore,127,144.000
37116eb3,query,19,419.501
38d64a2e,explore,32,120.199
b84594ca,welcome,176,28.112
b8b84ca8,index,4,50.906
393dfc60,index,4,54.209
388a2967,explore,309,69.573
b88d3fab,query,169,482.260
3915c65c,,21,
38c76558,welcome,12,32.367
38c76558,welcome,7,20.004
b90615ce,welcome,78,30.886
b8c6bc84,query,36,324.401
3935a21e,explore,22,212.828
b9159ef1,explore,116,120.962
b82f3b00,index,4,51.878
b5a1784c,explore,22,116.411
b843e013,query,30,384.358
38ca5ce9,explore,113,195.506
b8e809a5,welcome,96,27.554
37bea6f2,query,20,420.105
b7f3e9fd,welcome,10,25.975
35fec392,explore,67,152.315
b787821d,query,261,365.736
b7ab0e84,query,196,330.790
b8b1e3af,welcome,28,23.798
b85e23f1,welcome,36,38.293
39083bce,explore,205,59.720
393d4bde,explore,205,88.363
359b733f,query,17,416.561
3905a421,,32,
3831c504,query,61,451.593
b89c9a7d,welcome,19,31.430
3958d084,query,126,332.459
b84b1ec3,query,40,443.083
393d4bde,query,17,365.896
b8b84ca8,explore,87,171.635
b8793ac8,,10,
37625f95,explore,22,56.489
38cd9330,query,96,426.819
38a7e8b2,explore,79,114.188
389cc83d,,19,
38e3ee0f,welcome,56,16.783
38a6eb8d,query,17,350.838
391a5492,welcome,105,41.990
382cdde5,welcome,37,22.946
387598a7,query,22,360.890
39413b27,query,38,288.882
3874ae7f,query,17,342.300
38e1271f,welcome,148,40.654
34ee03b8,query,503,412.350
b8c1fbac,,77,
b806dd03,query,23,405.127
b86d5dbd,query,107,403.365
388a2967,query,17,387.157
b7f72be4,explore,22,74.957
b8c4aed5,query,172,386.976
b9599a64,,10,
3958d084,index,4,53.424
38b8786a,query,58,458.191
b8382c2e,explore,22,132.967
b5503f5d,query,146,438.114
3905a421,explore,130,63.828
b5a1784c,explore,97,107.881
381e9490,query,36,384.844
b8425e7c,explore,38,99.534
37b3e1af,index,9,34.546
b892068e,welcome,20,19.135
b959f35a,explore,22,145.053
39946190,welcome,13,44.168
b891eb71,,28,
b98ebec4,query,42,454.915
b81ef401,query,129,412.636
37fb1a4f,query,179,424.114
b8fa8577,explore,32,142.070
b90b6149,explore,22,113.320
b8a12480,query,84,350.086
b8c4aed5,explore,22,137.793
b79aa74c,explore,23,98.016
b883ec2a,explore,131,138.775
b7096a1b,query,193,390.773
39769f6a,explore,124,77.232
37b77952,query,241,377.716
398ebab9,,34,
38bad002,,10,
b90dcc0e,query,33,420.465
3828a5b7,welcome,8,17.186
b8b1e3af,query,267,505.395
b8658d44,explore,51,125.322
b8808ae4,welcome,19,30.387
b7f3e9fd,explore,26,55.005
36e6f771,explore,43,141.358
b85d47a6,index,7,75.443
387a1bb9,index,52,30.953
b84abd42,welcome,65,29.314
3886df93,explore,168,33.793
b916f5ba,query,91,338.359
38e1bb0f,index,8,69.547
b8856ddc,query,66,401.234
38697116,explore,96,70.664
37f7179a,welcome,29,28.676
3807084e,explore,146,86.730
b8658d44,query,31,381.787
38c373ed,query,235,365.388
b911a261,query,43,463.231
386b32b6,query,214,358.269
391a72ed,query,17,369.589
b929d638,query,149,408.752
39946190,explore,774,143.517
363a51ea,query,20,316.779
b841c8dc,explore,288,104.742
38932b0c,welcome,97,32.531
b914fb40,welcome,26,15.564
38cd9330,query,629,349.498
3898c996,query,40,361.266
b90eaa9e,explore,125,159.984
b80eb039,explore,225,102.564
b787821d,index,5,72.028
b9649b34,,152,
b84abd42,welcome,32,27.871
363a51ea,welcome,37,36.321
b8bb093a,explore,22,84.170
38697116,query,34,414.004
b8b84ca8,query,28,311.169
b93990cd,query,232,451.111
390bfc6f,,15,
38f48a17,,15,
b7d5ed7a,explore,96,155.949
b7ab3227,welcome,129,20.216
38c1a11e,welcome,31,41.961
b8f78219,welcome,14,34.968
38886257,explore,188,57.613
b8ef90e3,explore,84,85.003
382e7d35,welcome,17,23.245
37f8075c,explore,22,55.826
35c181e1,query,53,458.260
37c2ec4e,query,17,354.323
38f57621,index,24,59.348
b8c4aed5,welcome,33,27.607
37116eb3,welcome,23,38.200
37b33c75,query,59,459.994
b9329f10,welcome,7,32.412
378f49a4,explore,32,119.754
b85d4e3f,welcome,43,19.562
b8cc43ac,welcome,145,25.271
b8d7325b,explore,87,105.748
b897ffb8,welcome,99,45.929
38e0d141,welcome,44,36.511
b7f72be4,explore,58,113.025
b7481af2,,20,
b8837647,explore,34,84.279
37d549f5,explore,149,109.894
b88f1036,explore,22,125.209
b7e15902,query,17,440.958
b8f4d4c6,index,58,51.513
b8d33c36,query,30,311.106
38d3372b,query,53,302.672
37116eb3,explore,345,112.960
342ebe5e,,18,
b9691e6e,explore,198,120.336
b79aa74c,index,12,43.170
389f1851,query,130,406.401
b7c0e8b3,query,186,476.466
3745cf59,query,119,298.204
38caddaf,explore,290,161.709
b894aeb7,welcome,63,20.675
b8a687ac,welcome,10,21.387
37b718a2,query,192,302.480
b8fec97d,query,147,377.673
3887c4bf,query,45,336.255
b89c9a7d,query,205,424.175
b956c43b,index,15,56.564
b8a3e272,explore,141,114.916
37d549f5,query,67,335.635
b89c9a7d,query,103,457.891
37869704,welcome,12,29.894
384246ca,index,16,41.027
3909104a,index,4,63.896
b8808ae4,welcome,15,27.677
38902478,query,203,376.038
b659c57c,query,29,315.623
374c2ca8,query,146,329.141
38cd9330,welcome,121,33.861
395f2209,index,14,35.903
b88631a8,index,7,49.311
38156a17,index,5,55.872
b8be6444,explore,55,189.980
38e8f839,explore,25,126.688
38748001,explore,78,76.999
39769f6a,query,93,248.956
b6032e7d,,39,
b7d8daa1,explore,116,142.169
381057b5,explore,97,137.096
3812d36d,explore,22,87.040
b94586d6,query,59,475.608
b9691e6e,query,17,410.204
b84d68fe,welcome,13,37.933
b85d47a6,explore,280,76.775
38d5f87c,explore,55,83.271
b8a1cb67,query,61,385.343
b8e809a5,welcome,30,20.327
b9691e6e,,63,
b80eb039,,28,
b8d572b8,explore,272,109.611
390dff6a,,65,
37c2ec4e,welcome,46,48.588
b79aa74c,query,114,415.938
390dff6a,explore,22,133.139
b5503f5d,query,122,398.306
b8e809a5,,12,
38abd294,query,39,371.395
b81ef401,query,109,329.370
363a51ea,query,46,452.667
378f49a4,query,17,367.313
38114720,query,17,343.587
381b8f82,explore,22,158.245
b8793ac8,welcome,51,34.135
38bad002,query,61,390.353
b8aeaf23,query,176,407.035
38902478,index,6,73.933
b96586a1,query,29,361.214
b82434b6,,10,
38a6eb8d,,12,
